Epi_date_V3,Year,Cases,7-Day Average,Cumulative Cases,AsOf
1/23/2023,2023,4,4.4285712242126465,30166,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
1/24/2023,2023,5,4.857142925262451,30171,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
1/25/2023,2023,7,5.4285712242126465,30178,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
1/26/2023,2023,3,5.5714287757873535,30181,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
1/27/2023,2023,5,4.714285850524902,30186,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
1/28/2023,2023,5,4.714285850524902,30191,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
1/29/2023,2023,3,4.5714287757873535,30194,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
1/30/2023,2023,3,4.4285712242126465,30197,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
1/31/2023,2023,5,4.4285712242126465,30202,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/1/2023,2023,3,3.857142925262451,30205,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/2/2023,2023,7,4.4285712242126465,30212,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/3/2023,2023,3,4.142857074737549,30215,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/4/2023,2023,4,4,30219,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/5/2023,2023,1,3.7142856121063232,30220,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/6/2023,2023,1,3.4285714626312256,30221,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/7/2023,2023,2,3,30223,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/8/2023,2023,2,2.857142925262451,30225,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/9/2023,2023,2,2.142857074737549,30227,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/10/2023,2023,4,2.2857143878936768,30231,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/11/2023,2023,1,1.8571428060531616,30232,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/12/2023,2023,1,1.8571428060531616,30233,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/13/2023,2023,1,1.8571428060531616,30234,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/14/2023,2023,2,1.8571428060531616,30236,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/15/2023,2023,2,1.8571428060531616,30238,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/16/2023,2023,3,2,30241,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/17/2023,2023,3,1.8571428060531616,30244,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/18/2023,2023,2,2,30246,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/19/2023,2023,1,2,30247,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/20/2023,2023,2,2.142857074737549,30249,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/21/2023,2023,0,1.8571428060531616,30249,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/22/2023,2023,2,1.8571428060531616,30251,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/23/2023,2023,2,1.7142857313156128,30253,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/24/2023,2023,1,1.4285714626312256,30254,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/25/2023,2023,1,1.2857142686843872,30255,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/26/2023,2023,4,1.7142857313156128,30259,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/27/2023,2023,1,1.5714285373687744,30260,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
2/28/2023,2023,5,2.2857143878936768,30265,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/1/2023,2023,3,2.4285714626312256,30268,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/2/2023,2023,1,2.2857143878936768,30269,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/3/2023,2023,0,2.142857074737549,30269,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/4/2023,2023,6,2.857142925262451,30275,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/5/2023,2023,2,2.5714285373687744,30277,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/6/2023,2023,0,2.4285714626312256,30277,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/7/2023,2023,1,1.8571428060531616,30278,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/8/2023,2023,2,1.7142857313156128,30280,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/9/2023,2023,2,1.8571428060531616,30282,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/10/2023,2023,4,2.4285714626312256,30286,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/11/2023,2023,3,2,30289,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/12/2023,2023,0,1.7142857313156128,30289,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/13/2023,2023,5,2.4285714626312256,30294,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/14/2023,2023,2,2.5714285373687744,30296,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/15/2023,2023,0,2.2857143878936768,30296,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/16/2023,2023,1,2.142857074737549,30297,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/17/2023,2023,2,1.8571428060531616,30299,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/18/2023,2023,1,1.5714285373687744,30300,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/19/2023,2023,1,1.7142857313156128,30301,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/20/2023,2023,1,1.1428571939468384,30302,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/21/2023,2023,3,1.2857142686843872,30305,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/22/2023,2023,0,1.2857142686843872,30305,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/23/2023,2023,2,1.4285714626312256,30307,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/24/2023,2023,5,1.8571428060531616,30312,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/25/2023,2023,1,1.8571428060531616,30313,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/26/2023,2023,2,2,30315,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/27/2023,2023,3,2.2857143878936768,30318,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/28/2023,2023,0,1.8571428060531616,30318,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/29/2023,2023,2,2.142857074737549,30320,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/30/2023,2023,10,3.2857143878936768,30330,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
3/31/2023,2023,2,2.857142925262451,30332,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/1/2023,2023,2,3,30334,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/2/2023,2023,0,2.7142856121063232,30334,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/3/2023,2023,3,2.7142856121063232,30337,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/4/2023,2023,1,2.857142925262451,30338,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/5/2023,2023,2,2.857142925262451,30340,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/6/2023,2023,3,1.8571428060531616,30343,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/7/2023,2023,0,1.5714285373687744,30343,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/8/2023,2023,0,1.2857142686843872,30343,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/9/2023,2023,0,1.2857142686843872,30343,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/10/2023,2023,0,0.8571428656578064,30343,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/11/2023,2023,0,0.7142857313156128,30343,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/12/2023,2023,3,0.8571428656578064,30346,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/13/2023,2023,2,0.7142857313156128,30348,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/14/2023,2023,1,0.8571428656578064,30349,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/15/2023,2023,3,1.2857142686843872,30352,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/16/2023,2023,3,1.7142857313156128,30355,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/17/2023,2023,1,1.8571428060531616,30356,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/18/2023,2023,4,2.4285714626312256,30360,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/19/2023,2023,2,2.2857143878936768,30362,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/20/2023,2023,4,2.5714285373687744,30366,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/21/2023,2023,2,2.7142856121063232,30368,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/22/2023,2023,0,2.2857143878936768,30368,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/23/2023,2023,3,2.2857143878936768,30371,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/24/2023,2023,1,2.2857143878936768,30372,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/25/2023,2023,1,1.8571428060531616,30373,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/26/2023,2023,0,1.5714285373687744,30373,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/27/2023,2023,1,1.1428571939468384,30374,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/28/2023,2023,1,1,30375,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/29/2023,2023,2,1.2857142686843872,30377,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
4/30/2023,2023,1,1,30378,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/1/2023,2023,5,1.5714285373687744,30383,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/2/2023,2023,3,1.8571428060531616,30386,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/3/2023,2023,5,2.5714285373687744,30391,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/4/2023,2023,5,3.142857074737549,30396,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/5/2023,2023,2,3.2857143878936768,30398,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/6/2023,2023,2,3.2857143878936768,30400,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/7/2023,2023,4,3.7142856121063232,30404,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/8/2023,2023,1,3.142857074737549,30405,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/9/2023,2023,4,3.2857143878936768,30409,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/10/2023,2023,1,2.7142856121063232,30410,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/11/2023,2023,3,2.4285714626312256,30413,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/12/2023,2023,0,2.142857074737549,30413,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/13/2023,2023,5,2.5714285373687744,30418,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/14/2023,2023,1,2.142857074737549,30419,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/15/2023,2023,5,2.7142856121063232,30424,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/16/2023,2023,3,2.5714285373687744,30427,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/17/2023,2023,2,2.7142856121063232,30429,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/18/2023,2023,4,2.857142925262451,30433,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/19/2023,2023,2,3.142857074737549,30435,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/20/2023,2023,2,2.7142856121063232,30437,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/21/2023,2023,0,2.5714285373687744,30437,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/22/2023,2023,3,2.2857143878936768,30440,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/23/2023,2023,0,1.8571428060531616,30440,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/24/2023,2023,4,2.142857074737549,30444,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/25/2023,2023,4,2.142857074737549,30448,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/26/2023,2023,3,2.2857143878936768,30451,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/27/2023,2023,4,2.5714285373687744,30455,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/28/2023,2023,6,3.4285714626312256,30461,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/29/2023,2023,2,3.2857143878936768,30463,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/30/2023,2023,3,3.7142856121063232,30466,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
5/31/2023,2023,1,3.2857143878936768,30467,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/1/2023,2023,2,3,30469,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/2/2023,2023,3,3,30472,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/3/2023,2023,2,2.7142856121063232,30474,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/4/2023,2023,3,2.2857143878936768,30477,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/5/2023,2023,6,2.857142925262451,30483,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/6/2023,2023,4,3,30487,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/7/2023,2023,3,3.2857143878936768,30490,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/8/2023,2023,3,3.4285714626312256,30493,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/9/2023,2023,4,3.5714285373687744,30497,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/10/2023,2023,3,3.7142856121063232,30500,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/11/2023,2023,3,3.7142856121063232,30503,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/12/2023,2023,2,3.142857074737549,30505,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/13/2023,2023,5,3.2857143878936768,30510,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/14/2023,2023,6,3.7142856121063232,30516,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/15/2023,2023,3,3.7142856121063232,30519,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/16/2023,2023,3,3.5714285373687744,30522,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/17/2023,2023,3,3.5714285373687744,30525,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/18/2023,2023,6,4,30531,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/19/2023,2023,7,4.714285850524902,30538,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/20/2023,2023,3,4.4285712242126465,30541,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/21/2023,2023,4,4.142857074737549,30545,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/22/2023,2023,4,4.285714149475098,30549,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/23/2023,2023,3,4.285714149475098,30552,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/24/2023,2023,0,3.857142925262451,30552,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/25/2023,2023,3,3.4285714626312256,30555,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/26/2023,2023,4,3,30559,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/27/2023,2023,7,3.5714285373687744,30566,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/28/2023,2023,4,3.5714285373687744,30570,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/29/2023,2023,6,3.857142925262451,30576,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
6/30/2023,2023,3,3.857142925262451,30579,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/1/2023,2023,3,4.285714149475098,30582,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/2/2023,2023,4,4.4285712242126465,30586,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/3/2023,2023,2,4.142857074737549,30588,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/4/2023,2023,1,3.2857143878936768,30589,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/5/2023,2023,1,2.857142925262451,30590,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/6/2023,2023,6,2.857142925262451,30596,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/7/2023,2023,4,3,30600,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/8/2023,2023,5,3.2857143878936768,30605,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/9/2023,2023,2,3,30607,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/10/2023,2023,7,3.7142856121063232,30614,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/11/2023,2023,4,4.142857074737549,30618,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/12/2023,2023,4,4.5714287757873535,30622,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/13/2023,2023,3,4.142857074737549,30625,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/14/2023,2023,4,4.142857074737549,30629,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/15/2023,2023,2,3.7142856121063232,30631,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/16/2023,2023,2,3.7142856121063232,30633,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/17/2023,2023,2,3,30635,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/18/2023,2023,3,2.857142925262451,30638,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/19/2023,2023,6,3.142857074737549,30644,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/20/2023,2023,2,3,30646,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/21/2023,2023,0,2.4285714626312256,30646,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/22/2023,2023,0,2.142857074737549,30646,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/23/2023,2023,1,2,30647,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/24/2023,2023,2,2,30649,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/25/2023,2023,2,1.8571428060531616,30651,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/26/2023,2023,3,1.4285714626312256,30654,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/27/2023,2023,2,1.4285714626312256,30656,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/28/2023,2023,2,1.7142857313156128,30658,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/29/2023,2023,0,1.7142857313156128,30658,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/30/2023,2023,0,1.5714285373687744,30658,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
7/31/2023,2023,3,1.7142857313156128,30661,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
8/1/2023,2023,1,1.5714285373687744,30662,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
8/2/2023,2023,6,2,30668,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
8/3/2023,2023,3,2.142857074737549,30671,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
8/4/2023,2023,0,1.8571428060531616,30671,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
8/5/2023,2023,0,1.8571428060531616,30671,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
8/6/2023,2023,0,1.8571428060531616,30671,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
8/7/2023,2023,0,1.4285714626312256,30671,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
8/8/2023,2023,0,1.2857142686843872,30671,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
8/9/2023,2023,0,0.4285714328289032,30671,Data as Reported to CDC as of 09 Aug 2023 2:00 PM EDT
